id,algorithm,dataset_type,n_features,n_centers,estimated_n_centers,cluster_std,init_method,accuracy
69,gmm,gaussian,3,10,,1.0,uniform,81.89999999999999
69,gmm,gaussian,3,10,,1.0,stratified,78.10000000000001
69,hc,gaussian,3,10,,1.0,,60.0
70,uofc,gaussian,3,10,5.0,2.0,,49.7
70,gmm,gaussian,3,10,,2.0,random,78.7
70,gmm,gaussian,3,10,,2.0,kmeans++,70.3
70,gmm,gaussian,3,10,,2.0,hcm,85.8
70,gmm,gaussian,3,10,,2.0,uniform,75.8
70,gmm,gaussian,3,10,,2.0,stratified,74.3
70,hc,gaussian,3,10,,2.0,,10.6
71,uofc,gaussian,3,10,5.0,2.5,,49.2
71,gmm,gaussian,3,10,,2.5,random,62.6
71,gmm,gaussian,3,10,,2.5,kmeans++,71.89999999999999
71,gmm,gaussian,3,10,,2.5,hcm,71.8
71,gmm,gaussian,3,10,,2.5,uniform,60.699999999999996
71,gmm,gaussian,3,10,,2.5,stratified,58.3
71,hc,gaussian,3,10,,2.5,,10.6
72,uofc,gaussian,4,2,2.0,0.5,,100.0
72,gmm,gaussian,4,2,,0.5,random,100.0
72,gmm,gaussian,4,2,,0.5,kmeans++,100.0
72,gmm,gaussian,4,2,,0.5,hcm,100.0
72,gmm,gaussian,4,2,,0.5,uniform,100.0
72,gmm,gaussian,4,2,,0.5,stratified,100.0
72,hc,gaussian,4,2,,0.5,,100.0
73,uofc,gaussian,4,2,2.0,1.0,,100.0
73,gmm,gaussian,4,2,,1.0,random,100.0
73,gmm,gaussian,4,2,,1.0,kmeans++,100.0
73,gmm,gaussian,4,2,,1.0,hcm,100.0
73,gmm,gaussian,4,2,,1.0,uniform,100.0
73,gmm,gaussian,4,2,,1.0,stratified,100.0
73,hc,gaussian,4,2,,1.0,,100.0
74,uofc,gaussian,4,2,2.0,2.0,,100.0
74,gmm,gaussian,4,2,,2.0,random,100.0
74,gmm,gaussian,4,2,,2.0,kmeans++,100.0
74,gmm,gaussian,4,2,,2.0,hcm,100.0
74,gmm,gaussian,4,2,,2.0,uniform,100.0
74,gmm,gaussian,4,2,,2.0,stratified,100.0
74,hc,gaussian,4,2,,2.0,,100.0
75,uofc,gaussian,4,2,2.0,2.5,,100.0
75,gmm,gaussian,4,2,,2.5,random,100.0
75,gmm,gaussian,4,2,,2.5,kmeans++,100.0
75,gmm,gaussian,4,2,,2.5,hcm,100.0
75,gmm,gaussian,4,2,,2.5,uniform,100.0
75,gmm,gaussian,4,2,,2.5,stratified,100.0
75,hc,gaussian,4,2,,2.5,,100.0
76,uofc,gaussian,4,3,3.0,0.5,,100.0
76,gmm,gaussian,4,3,,0.5,random,100.0
76,gmm,gaussian,4,3,,0.5,kmeans++,100.0
76,gmm,gaussian,4,3,,0.5,hcm,100.0
76,gmm,gaussian,4,3,,0.5,uniform,100.0
76,gmm,gaussian,4,3,,0.5,stratified,100.0
76,hc,gaussian,4,3,,0.5,,100.0
77,uofc,gaussian,4,3,3.0,1.0,,100.0
77,gmm,gaussian,4,3,,1.0,random,100.0
77,gmm,gaussian,4,3,,1.0,kmeans++,100.0
77,gmm,gaussian,4,3,,1.0,hcm,100.0
77,gmm,gaussian,4,3,,1.0,uniform,100.0
77,gmm,gaussian,4,3,,1.0,stratified,72.1
77,hc,gaussian,4,3,,1.0,,100.0
78,uofc,gaussian,4,3,3.0,2.0,,100.0
78,gmm,gaussian,4,3,,2.0,random,99.9
78,gmm,gaussian,4,3,,2.0,kmeans++,99.9
78,gmm,gaussian,4,3,,2.0,hcm,99.9
78,gmm,gaussian,4,3,,2.0,uniform,99.9
78,gmm,gaussian,4,3,,2.0,stratified,99.9
78,hc,gaussian,4,3,,2.0,,66.8
79,uofc,gaussian,4,3,3.0,2.5,,99.7
79,gmm,gaussian,4,3,,2.5,random,99.7
79,gmm,gaussian,4,3,,2.5,kmeans++,99.7
79,gmm,gaussian,4,3,,2.5,hcm,99.7
79,gmm,gaussian,4,3,,2.5,uniform,99.7
79,gmm,gaussian,4,3,,2.5,stratified,99.7
79,hc,gaussian,4,3,,2.5,,66.8
80,uofc,gaussian,4,4,4.0,0.5,,100.0
80,gmm,gaussian,4,4,,0.5,random,71.2
80,gmm,gaussian,4,4,,0.5,kmeans++,100.0
80,gmm,gaussian,4,4,,0.5,hcm,100.0
80,gmm,gaussian,4,4,,0.5,uniform,100.0
80,gmm,gaussian,4,4,,0.5,stratified,100.0
80,hc,gaussian,4,4,,0.5,,100.0
81,uofc,gaussian,4,4,4.0,1.0,,100.0
81,gmm,gaussian,4,4,,1.0,random,100.0
81,gmm,gaussian,4,4,,1.0,kmeans++,100.0
81,gmm,gaussian,4,4,,1.0,hcm,100.0
81,gmm,gaussian,4,4,,1.0,uniform,100.0
81,gmm,gaussian,4,4,,1.0,stratified,100.0
81,hc,gaussian,4,4,,1.0,,100.0
82,uofc,gaussian,4,4,4.0,2.0,,100.0
82,gmm,gaussian,4,4,,2.0,random,100.0
82,gmm,gaussian,4,4,,2.0,kmeans++,100.0
82,gmm,gaussian,4,4,,2.0,hcm,100.0
82,gmm,gaussian,4,4,,2.0,uniform,100.0
82,gmm,gaussian,4,4,,2.0,stratified,100.0
82,hc,gaussian,4,4,,2.0,,100.0
83,uofc,gaussian,4,4,4.0,2.5,,99.9
83,gmm,gaussian,4,4,,2.5,random,99.9
83,gmm,gaussian,4,4,,2.5,kmeans++,99.9
83,gmm,gaussian,4,4,,2.5,hcm,99.9
83,gmm,gaussian,4,4,,2.5,uniform,99.9
83,gmm,gaussian,4,4,,2.5,stratified,99.9
83,hc,gaussian,4,4,,2.5,,74.9
84,uofc,gaussian,4,5,5.0,0.5,,100.0
84,gmm,gaussian,4,5,,0.5,random,56.49999999999999
84,gmm,gaussian,4,5,,0.5,kmeans++,100.0
84,gmm,gaussian,4,5,,0.5,hcm,100.0
84,gmm,gaussian,4,5,,0.5,uniform,100.0
84,gmm,gaussian,4,5,,0.5,stratified,100.0
84,hc,gaussian,4,5,,0.5,,100.0
85,uofc,gaussian,4,5,5.0,1.0,,100.0
85,gmm,gaussian,4,5,,1.0,random,57.8
85,gmm,gaussian,4,5,,1.0,kmeans++,100.0
85,gmm,gaussian,4,5,,1.0,hcm,100.0
85,gmm,gaussian,4,5,,1.0,uniform,100.0
85,gmm,gaussian,4,5,,1.0,stratified,100.0
85,hc,gaussian,4,5,,1.0,,100.0
86,uofc,gaussian,4,5,5.0,2.0,,100.0
86,gmm,gaussian,4,5,,2.0,random,78.5
86,gmm,gaussian,4,5,,2.0,kmeans++,100.0
86,gmm,gaussian,4,5,,2.0,hcm,100.0
86,gmm,gaussian,4,5,,2.0,uniform,100.0
86,gmm,gaussian,4,5,,2.0,stratified,100.0
86,hc,gaussian,4,5,,2.0,,60.0
87,uofc,gaussian,4,5,5.0,2.5,,99.8
87,gmm,gaussian,4,5,,2.5,random,78.60000000000001
87,gmm,gaussian,4,5,,2.5,kmeans++,99.7
87,gmm,gaussian,4,5,,2.5,hcm,99.7
87,gmm,gaussian,4,5,,2.5,uniform,99.7
87,gmm,gaussian,4,5,,2.5,stratified,99.7
87,hc,gaussian,4,5,,2.5,,20.3
88,uofc,gaussian,4,6,7.0,0.5,,91.8
88,gmm,gaussian,4,6,,0.5,random,81.5
88,gmm,gaussian,4,6,,0.5,kmeans++,100.0
88,gmm,gaussian,4,6,,0.5,hcm,100.0
88,gmm,gaussian,4,6,,0.5,uniform,100.0
88,gmm,gaussian,4,6,,0.5,stratified,100.0
88,hc,gaussian,4,6,,0.5,,100.0
89,uofc,gaussian,4,6,7.0,1.0,,91.8
89,gmm,gaussian,4,6,,1.0,random,77.9
89,gmm,gaussian,4,6,,1.0,kmeans++,99.9
89,gmm,gaussian,4,6,,1.0,hcm,99.9
89,gmm,gaussian,4,6,,1.0,uniform,99.9
89,gmm,gaussian,4,6,,1.0,stratified,83.1
89,hc,gaussian,4,6,,1.0,,83.3
90,uofc,gaussian,4,6,6.0,2.0,,98.0
90,gmm,gaussian,4,6,,2.0,random,81.5
90,gmm,gaussian,4,6,,2.0,kmeans++,97.5
90,gmm,gaussian,4,6,,2.0,hcm,97.5
90,gmm,gaussian,4,6,,2.0,uniform,97.5
90,gmm,gaussian,4,6,,2.0,stratified,83.0
90,hc,gaussian,4,6,,2.0,,50.2
91,uofc,gaussian,4,6,5.0,2.5,,82.8
91,gmm,gaussian,4,6,,2.5,random,82.1
91,gmm,gaussian,4,6,,2.5,kmeans++,95.19999999999999
91,gmm,gaussian,4,6,,2.5,hcm,95.0
91,gmm,gaussian,4,6,,2.5,uniform,85.5
91,gmm,gaussian,4,6,,2.5,stratified,78.8
91,hc,gaussian,4,6,,2.5,,17.1
92,uofc,gaussian,4,7,7.0,0.5,,100.0
92,gmm,gaussian,4,7,,0.5,random,83.2
92,gmm,gaussian,4,7,,0.5,kmeans++,100.0
92,gmm,gaussian,4,7,,0.5,hcm,100.0
92,gmm,gaussian,4,7,,0.5,uniform,100.0
92,gmm,gaussian,4,7,,0.5,stratified,62.1
92,hc,gaussian,4,7,,0.5,,100.0
93,uofc,gaussian,4,7,7.0,1.0,,99.9
93,gmm,gaussian,4,7,,1.0,random,83.1
93,gmm,gaussian,4,7,,1.0,kmeans++,99.9
93,gmm,gaussian,4,7,,1.0,hcm,99.9
93,gmm,gaussian,4,7,,1.0,uniform,99.9
93,gmm,gaussian,4,7,,1.0,stratified,84.0
93,hc,gaussian,4,7,,1.0,,85.8
94,uofc,gaussian,4,7,7.0,2.0,,97.8
94,gmm,gaussian,4,7,,2.0,random,80.60000000000001
94,gmm,gaussian,4,7,,2.0,kmeans++,97.8
94,gmm,gaussian,4,7,,2.0,hcm,97.8
94,gmm,gaussian,4,7,,2.0,uniform,97.8
94,gmm,gaussian,4,7,,2.0,stratified,85.2
94,hc,gaussian,4,7,,2.0,,28.599999999999998
95,uofc,gaussian,4,7,6.0,2.5,,83.8
95,gmm,gaussian,4,7,,2.5,random,78.2
95,gmm,gaussian,4,7,,2.5,kmeans++,93.0
95,gmm,gaussian,4,7,,2.5,hcm,93.0
95,gmm,gaussian,4,7,,2.5,uniform,89.4
95,gmm,gaussian,4,7,,2.5,stratified,84.0
95,hc,gaussian,4,7,,2.5,,14.7
96,uofc,gaussian,4,8,9.0,0.5,,93.89999999999999
96,gmm,gaussian,4,8,,0.5,random,84.6
96,gmm,gaussian,4,8,,0.5,kmeans++,100.0
96,gmm,gaussian,4,8,,0.5,hcm,100.0
96,gmm,gaussian,4,8,,0.5,uniform,100.0
96,gmm,gaussian,4,8,,0.5,stratified,67.60000000000001
96,hc,gaussian,4,8,,0.5,,100.0
97,uofc,gaussian,4,8,10.0,1.0,,88.0
97,gmm,gaussian,4,8,,1.0,random,84.8
97,gmm,gaussian,4,8,,1.0,kmeans++,99.9
97,gmm,gaussian,4,8,,1.0,hcm,99.9
97,gmm,gaussian,4,8,,1.0,uniform,99.9
97,gmm,gaussian,4,8,,1.0,stratified,85.8
97,hc,gaussian,4,8,,1.0,,87.6
98,uofc,gaussian,4,8,8.0,2.0,,97.7
98,gmm,gaussian,4,8,,2.0,random,80.80000000000001
98,gmm,gaussian,4,8,,2.0,kmeans++,83.2
98,gmm,gaussian,4,8,,2.0,hcm,96.5
98,gmm,gaussian,4,8,,2.0,uniform,96.5
98,gmm,gaussian,4,8,,2.0,stratified,71.5
98,hc,gaussian,4,8,,2.0,,25.4
99,uofc,gaussian,4,8,7.0,2.5,,84.8
99,gmm,gaussian,4,8,,2.5,random,77.0
99,gmm,gaussian,4,8,,2.5,kmeans++,91.8
99,gmm,gaussian,4,8,,2.5,hcm,92.2
99,gmm,gaussian,4,8,,2.5,uniform,91.5
99,gmm,gaussian,4,8,,2.5,stratified,67.9
99,hc,gaussian,4,8,,2.5,,13.100000000000001
100,uofc,gaussian,4,9,9.0,0.5,,100.0
100,gmm,gaussian,4,9,,0.5,random,85.2
100,gmm,gaussian,4,9,,0.5,kmeans++,100.0
100,gmm,gaussian,4,9,,0.5,hcm,100.0
100,gmm,gaussian,4,9,,0.5,uniform,100.0
100,gmm,gaussian,4,9,,0.5,stratified,76.2
100,hc,gaussian,4,9,,0.5,,100.0
101,uofc,gaussian,4,9,9.0,1.0,,83.5
101,gmm,gaussian,4,9,,1.0,random,88.0
101,gmm,gaussian,4,9,,1.0,kmeans++,100.0
101,gmm,gaussian,4,9,,1.0,hcm,100.0
101,gmm,gaussian,4,9,,1.0,uniform,100.0
101,gmm,gaussian,4,9,,1.0,stratified,77.4
101,hc,gaussian,4,9,,1.0,,88.8
102,uofc,gaussian,4,9,7.0,2.0,,76.6
102,gmm,gaussian,4,9,,2.0,random,71.5
102,gmm,gaussian,4,9,,2.0,kmeans++,94.19999999999999
102,gmm,gaussian,4,9,,2.0,hcm,94.19999999999999
102,gmm,gaussian,4,9,,2.0,uniform,78.7
102,gmm,gaussian,4,9,,2.0,stratified,69.39999999999999
102,hc,gaussian,4,9,,2.0,,22.5
103,uofc,gaussian,4,9,5.0,2.5,,55.00000000000001
103,gmm,gaussian,4,9,,2.5,random,51.800000000000004
103,gmm,gaussian,4,9,,2.5,kmeans++,79.3
103,gmm,gaussian,4,9,,2.5,hcm,89.60000000000001
103,gmm,gaussian,4,9,,2.5,uniform,75.5
103,gmm,gaussian,4,9,,2.5,stratified,64.4
103,hc,gaussian,4,9,,2.5,,11.700000000000001
104,uofc,gaussian,4,10,8.0,0.5,,80.0
104,gmm,gaussian,4,10,,0.5,random,89.4
104,gmm,gaussian,4,10,,0.5,kmeans++,100.0
104,gmm,gaussian,4,10,,0.5,hcm,100.0
104,gmm,gaussian,4,10,,0.5,uniform,89.9
104,gmm,gaussian,4,10,,0.5,stratified,77.5
104,hc,gaussian,4,10,,0.5,,100.0
105,uofc,gaussian,4,10,8.0,1.0,,80.0
105,gmm,gaussian,4,10,,1.0,random,87.9
105,gmm,gaussian,4,10,,1.0,kmeans++,87.9
105,gmm,gaussian,4,10,,1.0,hcm,100.0
105,gmm,gaussian,4,10,,1.0,uniform,90.8
105,gmm,gaussian,4,10,,1.0,stratified,74.8
105,hc,gaussian,4,10,,1.0,,89.9
106,uofc,gaussian,4,10,10.0,2.0,,96.3
106,gmm,gaussian,4,10,,2.0,random,92.9
106,gmm,gaussian,4,10,,2.0,kmeans++,85.9
106,gmm,gaussian,4,10,,2.0,hcm,95.7
106,gmm,gaussian,4,10,,2.0,uniform,96.0
106,gmm,gaussian,4,10,,2.0,stratified,75.1
106,hc,gaussian,4,10,,2.0,,20.4
107,uofc,gaussian,4,10,6.0,2.5,,59.0
107,gmm,gaussian,4,10,,2.5,random,73.7
107,gmm,gaussian,4,10,,2.5,kmeans++,87.8
107,gmm,gaussian,4,10,,2.5,hcm,88.4
107,gmm,gaussian,4,10,,2.5,uniform,66.4
107,gmm,gaussian,4,10,,2.5,stratified,66.7
107,hc,gaussian,4,10,,2.5,,10.6
108,uofc,gaussian,5,2,2.0,0.5,,100.0
108,gmm,gaussian,5,2,,0.5,random,100.0
108,gmm,gaussian,5,2,,0.5,kmeans++,100.0
108,gmm,gaussian,5,2,,0.5,hcm,100.0
108,gmm,gaussian,5,2,,0.5,uniform,100.0
108,gmm,gaussian,5,2,,0.5,stratified,100.0
108,hc,gaussian,5,2,,0.5,,100.0
109,uofc,gaussian,5,2,2.0,1.0,,100.0
109,gmm,gaussian,5,2,,1.0,random,100.0
109,gmm,gaussian,5,2,,1.0,kmeans++,100.0
109,gmm,gaussian,5,2,,1.0,hcm,100.0
109,gmm,gaussian,5,2,,1.0,uniform,100.0
109,gmm,gaussian,5,2,,1.0,stratified,100.0
109,hc,gaussian,5,2,,1.0,,100.0
110,uofc,gaussian,5,2,2.0,2.0,,100.0
110,gmm,gaussian,5,2,,2.0,random,100.0
110,gmm,gaussian,5,2,,2.0,kmeans++,100.0
110,gmm,gaussian,5,2,,2.0,hcm,100.0
110,gmm,gaussian,5,2,,2.0,uniform,100.0
110,gmm,gaussian,5,2,,2.0,stratified,100.0
110,hc,gaussian,5,2,,2.0,,100.0
111,uofc,gaussian,5,2,2.0,2.5,,100.0
111,gmm,gaussian,5,2,,2.5,random,100.0
111,gmm,gaussian,5,2,,2.5,kmeans++,100.0
111,gmm,gaussian,5,2,,2.5,hcm,100.0
111,gmm,gaussian,5,2,,2.5,uniform,100.0
111,gmm,gaussian,5,2,,2.5,stratified,100.0
111,hc,gaussian,5,2,,2.5,,100.0
112,uofc,gaussian,5,3,3.0,0.5,,100.0
112,gmm,gaussian,5,3,,0.5,random,56.00000000000001
112,gmm,gaussian,5,3,,0.5,kmeans++,100.0
112,gmm,gaussian,5,3,,0.5,hcm,100.0
112,gmm,gaussian,5,3,,0.5,uniform,100.0
112,gmm,gaussian,5,3,,0.5,stratified,58.3
112,hc,gaussian,5,3,,0.5,,100.0
113,uofc,gaussian,5,3,3.0,1.0,,100.0
113,gmm,gaussian,5,3,,1.0,random,54.900000000000006
113,gmm,gaussian,5,3,,1.0,kmeans++,100.0
113,gmm,gaussian,5,3,,1.0,hcm,100.0
113,gmm,gaussian,5,3,,1.0,uniform,100.0
113,gmm,gaussian,5,3,,1.0,stratified,64.5
113,hc,gaussian,5,3,,1.0,,100.0
114,uofc,gaussian,5,3,3.0,2.0,,99.7
114,gmm,gaussian,5,3,,2.0,random,54.50000000000001
114,gmm,gaussian,5,3,,2.0,kmeans++,99.7
114,gmm,gaussian,5,3,,2.0,hcm,99.7
114,gmm,gaussian,5,3,,2.0,uniform,99.7
114,gmm,gaussian,5,3,,2.0,stratified,61.3
114,hc,gaussian,5,3,,2.0,,66.7
115,uofc,gaussian,5,3,2.0,2.5,,66.7
115,gmm,gaussian,5,3,,2.5,random,55.900000000000006
115,gmm,gaussian,5,3,,2.5,kmeans++,99.0
115,gmm,gaussian,5,3,,2.5,hcm,99.0
115,gmm,gaussian,5,3,,2.5,uniform,99.0
115,gmm,gaussian,5,3,,2.5,stratified,58.099999999999994
115,hc,gaussian,5,3,,2.5,,66.7
116,uofc,gaussian,5,4,4.0,0.5,,100.0
116,gmm,gaussian,5,4,,0.5,random,64.1
116,gmm,gaussian,5,4,,0.5,kmeans++,100.0
116,gmm,gaussian,5,4,,0.5,hcm,100.0
116,gmm,gaussian,5,4,,0.5,uniform,100.0
116,gmm,gaussian,5,4,,0.5,stratified,65.2
116,hc,gaussian,5,4,,0.5,,100.0
117,uofc,gaussian,5,4,4.0,1.0,,100.0
117,gmm,gaussian,5,4,,1.0,random,64.1
117,gmm,gaussian,5,4,,1.0,kmeans++,100.0
117,gmm,gaussian,5,4,,1.0,hcm,100.0
117,gmm,gaussian,5,4,,1.0,uniform,100.0
117,gmm,gaussian,5,4,,1.0,stratified,64.4
117,hc,gaussian,5,4,,1.0,,100.0
118,uofc,gaussian,5,4,4.0,2.0,,99.7
118,gmm,gaussian,5,4,,2.0,random,67.10000000000001
118,gmm,gaussian,5,4,,2.0,kmeans++,99.6
118,gmm,gaussian,5,4,,2.0,hcm,99.6
118,gmm,gaussian,5,4,,2.0,uniform,99.6
118,gmm,gaussian,5,4,,2.0,stratified,62.9
118,hc,gaussian,5,4,,2.0,,50.2
119,uofc,gaussian,5,4,4.0,2.5,,98.9
119,gmm,gaussian,5,4,,2.5,random,66.7
119,gmm,gaussian,5,4,,2.5,kmeans++,98.7
119,gmm,gaussian,5,4,,2.5,hcm,98.7
119,gmm,gaussian,5,4,,2.5,uniform,98.7
119,gmm,gaussian,5,4,,2.5,stratified,68.8
119,hc,gaussian,5,4,,2.5,,25.2
120,uofc,gaussian,5,5,6.0,0.5,,90.60000000000001
120,gmm,gaussian,5,5,,0.5,random,72.1
120,gmm,gaussian,5,5,,0.5,kmeans++,100.0
120,gmm,gaussian,5,5,,0.5,hcm,100.0
120,gmm,gaussian,5,5,,0.5,uniform,100.0
120,gmm,gaussian,5,5,,0.5,stratified,100.0
120,hc,gaussian,5,5,,0.5,,100.0
121,uofc,gaussian,5,5,6.0,1.0,,90.5
121,gmm,gaussian,5,5,,1.0,random,72.0
121,gmm,gaussian,5,5,,1.0,kmeans++,100.0
121,gmm,gaussian,5,5,,1.0,hcm,100.0
121,gmm,gaussian,5,5,,1.0,uniform,100.0
121,gmm,gaussian,5,5,,1.0,stratified,100.0
121,hc,gaussian,5,5,,1.0,,100.0
122,uofc,gaussian,5,5,5.0,2.0,,99.8
122,gmm,gaussian,5,5,,2.0,random,72.1
122,gmm,gaussian,5,5,,2.0,kmeans++,73.6
122,gmm,gaussian,5,5,,2.0,hcm,99.8
122,gmm,gaussian,5,5,,2.0,uniform,99.8
122,gmm,gaussian,5,5,,2.0,stratified,99.8
122,hc,gaussian,5,5,,2.0,,60.099999999999994
123,uofc,gaussian,5,5,2.0,2.5,,40.0
123,gmm,gaussian,5,5,,2.5,random,71.0
123,gmm,gaussian,5,5,,2.5,kmeans++,98.6
123,gmm,gaussian,5,5,,2.5,hcm,98.6
123,gmm,gaussian,5,5,,2.5,uniform,98.6
123,gmm,gaussian,5,5,,2.5,stratified,98.5
123,hc,gaussian,5,5,,2.5,,20.3
124,uofc,gaussian,5,6,8.0,0.5,,84.3
124,gmm,gaussian,5,6,,0.5,random,80.2
124,gmm,gaussian,5,6,,0.5,kmeans++,100.0
124,gmm,gaussian,5,6,,0.5,hcm,100.0
124,gmm,gaussian,5,6,,0.5,uniform,100.0
124,gmm,gaussian,5,6,,0.5,stratified,80.2
124,hc,gaussian,5,6,,0.5,,100.0
125,uofc,gaussian,5,6,8.0,1.0,,90.8
125,gmm,gaussian,5,6,,1.0,random,78.4
125,gmm,gaussian,5,6,,1.0,kmeans++,100.0
125,gmm,gaussian,5,6,,1.0,hcm,100.0
125,gmm,gaussian,5,6,,1.0,uniform,100.0
125,gmm,gaussian,5,6,,1.0,stratified,83.5
125,hc,gaussian,5,6,,1.0,,100.0
126,uofc,gaussian,5,6,5.0,2.0,,83.3
126,gmm,gaussian,5,6,,2.0,random,78.8
126,gmm,gaussian,5,6,,2.0,kmeans++,99.9
126,gmm,gaussian,5,6,,2.0,hcm,99.9
126,gmm,gaussian,5,6,,2.0,uniform,99.9
126,gmm,gaussian,5,6,,2.0,stratified,99.9
126,hc,gaussian,5,6,,2.0,,33.7
127,uofc,gaussian,5,6,3.0,2.5,,50.0
127,gmm,gaussian,5,6,,2.5,random,78.0
127,gmm,gaussian,5,6,,2.5,kmeans++,97.7
127,gmm,gaussian,5,6,,2.5,hcm,97.7
127,gmm,gaussian,5,6,,2.5,uniform,97.7
127,gmm,gaussian,5,6,,2.5,stratified,97.7
127,hc,gaussian,5,6,,2.5,,17.1
128,uofc,gaussian,5,7,9.0,0.5,,86.5
128,gmm,gaussian,5,7,,0.5,random,100.0
128,gmm,gaussian,5,7,,0.5,kmeans++,100.0
128,gmm,gaussian,5,7,,0.5,hcm,100.0
128,gmm,gaussian,5,7,,0.5,uniform,100.0
128,gmm,gaussian,5,7,,0.5,stratified,80.80000000000001
128,hc,gaussian,5,7,,0.5,,100.0
129,uofc,gaussian,5,7,9.0,1.0,,86.5
129,gmm,gaussian,5,7,,1.0,random,100.0
129,gmm,gaussian,5,7,,1.0,kmeans++,100.0
129,gmm,gaussian,5,7,,1.0,hcm,100.0
129,gmm,gaussian,5,7,,1.0,uniform,100.0
129,gmm,gaussian,5,7,,1.0,stratified,80.5
129,hc,gaussian,5,7,,1.0,,100.0
130,uofc,gaussian,5,7,9.0,2.0,,86.7
130,gmm,gaussian,5,7,,2.0,random,99.6
130,gmm,gaussian,5,7,,2.0,kmeans++,78.60000000000001
130,gmm,gaussian,5,7,,2.0,hcm,99.6
130,gmm,gaussian,5,7,,2.0,uniform,99.6
130,gmm,gaussian,5,7,,2.0,stratified,78.60000000000001
130,hc,gaussian,5,7,,2.0,,43.1
131,uofc,gaussian,5,7,6.0,2.5,,84.5
131,gmm,gaussian,5,7,,2.5,random,98.7
131,gmm,gaussian,5,7,,2.5,kmeans++,98.7
131,gmm,gaussian,5,7,,2.5,hcm,98.7
131,gmm,gaussian,5,7,,2.5,uniform,98.7
131,gmm,gaussian,5,7,,2.5,stratified,85.8
131,hc,gaussian,5,7,,2.5,,28.9
132,uofc,gaussian,5,8,10.0,0.5,,74.4
132,gmm,gaussian,5,8,,0.5,random,83.39999999999999
132,gmm,gaussian,5,8,,0.5,kmeans++,100.0
132,gmm,gaussian,5,8,,0.5,hcm,100.0
132,gmm,gaussian,5,8,,0.5,uniform,100.0
132,gmm,gaussian,5,8,,0.5,stratified,74.4
132,hc,gaussian,5,8,,0.5,,100.0
133,uofc,gaussian,5,8,8.0,1.0,,81.3
133,gmm,gaussian,5,8,,1.0,random,83.39999999999999
133,gmm,gaussian,5,8,,1.0,kmeans++,100.0
133,gmm,gaussian,5,8,,1.0,hcm,100.0
133,gmm,gaussian,5,8,,1.0,uniform,100.0
133,gmm,gaussian,5,8,,1.0,stratified,70.89999999999999
133,hc,gaussian,5,8,,1.0,,100.0
134,uofc,gaussian,5,8,7.0,2.0,,86.5
134,gmm,gaussian,5,8,,2.0,random,85.1
134,gmm,gaussian,5,8,,2.0,kmeans++,83.5
134,gmm,gaussian,5,8,,2.0,hcm,99.0
134,gmm,gaussian,5,8,,2.0,uniform,99.0
134,gmm,gaussian,5,8,,2.0,stratified,82.6
134,hc,gaussian,5,8,,2.0,,25.4
135,uofc,gaussian,5,8,4.0,2.5,,50.0
135,gmm,gaussian,5,8,,2.5,random,82.1
135,gmm,gaussian,5,8,,2.5,kmeans++,81.5
135,gmm,gaussian,5,8,,2.5,hcm,96.89999999999999
135,gmm,gaussian,5,8,,2.5,uniform,96.89999999999999
135,gmm,gaussian,5,8,,2.5,stratified,79.80000000000001
135,hc,gaussian,5,8,,2.5,,13.0
136,uofc,gaussian,5,9,10.0,0.5,,94.89999999999999
136,gmm,gaussian,5,9,,0.5,random,49.6
136,gmm,gaussian,5,9,,0.5,kmeans++,100.0
136,gmm,gaussian,5,9,,0.5,hcm,100.0
136,gmm,gaussian,5,9,,0.5,uniform,100.0
136,gmm,gaussian,5,9,,0.5,stratified,78.10000000000001
136,hc,gaussian,5,9,,0.5,,100.0
137,uofc,gaussian,5,9,9.0,1.0,,100.0
137,gmm,gaussian,5,9,,1.0,random,47.5
137,gmm,gaussian,5,9,,1.0,kmeans++,100.0
137,gmm,gaussian,5,9,,1.0,hcm,100.0
137,gmm,gaussian,5,9,,1.0,uniform,100.0
137,gmm,gaussian,5,9,,1.0,stratified,89.0
137,hc,gaussian,5,9,,1.0,,100.0
138,uofc,gaussian,5,9,9.0,2.0,,99.9
138,gmm,gaussian,5,9,,2.0,random,62.2
138,gmm,gaussian,5,9,,2.0,kmeans++,99.8
138,gmm,gaussian,5,9,,2.0,hcm,99.8
138,gmm,gaussian,5,9,,2.0,uniform,99.8
138,gmm,gaussian,5,9,,2.0,stratified,89.0
138,hc,gaussian,5,9,,2.0,,66.60000000000001
139,uofc,gaussian,5,9,9.0,2.5,,98.7
139,gmm,gaussian,5,9,,2.5,random,74.3
139,gmm,gaussian,5,9,,2.5,kmeans++,98.0
139,gmm,gaussian,5,9,,2.5,hcm,98.0
139,gmm,gaussian,5,9,,2.5,uniform,98.0
139,gmm,gaussian,5,9,,2.5,stratified,68.60000000000001
139,hc,gaussian,5,9,,2.5,,11.600000000000001
140,uofc,gaussian,5,10,8.0,0.5,,80.0
140,gmm,gaussian,5,10,,0.5,random,74.8
140,gmm,gaussian,5,10,,0.5,kmeans++,100.0
140,gmm,gaussian,5,10,,0.5,hcm,100.0
140,gmm,gaussian,5,10,,0.5,uniform,91.60000000000001
140,gmm,gaussian,5,10,,0.5,stratified,90.0
140,hc,gaussian,5,10,,0.5,,100.0
141,uofc,gaussian,5,10,9.0,1.0,,90.0
141,gmm,gaussian,5,10,,1.0,random,78.60000000000001
